((-0.5,-0.5),256)|[(f#.minor,240),(g.minor,16)]|[0,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0,0,0,0,0,0,63,63]|[(0,28),(54,196),(0,24),(63,8)]|[[],[],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[],[]]|[]|[[28, 196, 24, 8], [(6.395, 32), (12.79, 192), (6.395, 32)], [(38, 0, 0), (63, 63, 11)], [0, 0, 0, 0, (0, 0)]]
((-0.5,-0.5),256)|[(g.minor,256)]|[63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,69,69,69,69,69,69,69,69]|[(63,64),(67,160),(69,32)]|[[43,48,51],[43,48,51],[43,45,48,51],[43,45,48,51],[39,43,45,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[39,48,51,57],[42,50,54,57,62],[42,50,54,57,62]]|[]|[[64, 160, 32], [(33.18, 32), (38.24, 32), (55.87, 16), (50.58, 144), (42.08, 32)], [(39, -1, -3), (69, 6, 0)], [0, 0, 1, 0, (0, 0)]]
((-0.5,-0.5),256)|[(g.minor,160),(b.minor,96)]|[69,70,70,70,70,70,70,70,70,70,70,70,62,62,62,62,62,62,62,62,62,62,62,63,63,63,63,63,63,63,63,63,63,63,63,63,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54]|[(69,4),(70,44),(62,44),(63,52),(54,112)]|[[42,50,54,57,62],[43,50],[43,50],[38,42,50],[38,42,50],[38,42,50],[43,51],[43,51],[43,51],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45]]|[32]|[[4, 44, 44, 52, 112], [(42.08, 16), (-10.51, 32), (25.63, 48), (28.57, 48), (12.79, 112)], [(38, -4, -1), (70, -15, -2)], [0, 0, 1, 1, (1, 10)]]
((-0.5,-0.5),256)|[(b.minor,176),(F.MAJOR,80)]|[54,54,54,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,55,57,55,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]|[(54,52),(55,44),(57,4),(55,4),(54,64),(60,88)]|[[38,45],[38,45],[38,45],[38,45],[43,45,51],[43,51],[38,45,50],[38,45,50],[38,45,50],[38,45,50],[38,45,50],[39,48],[39,48],[39,48],[39,48],[39,48]]|[]|[[52, 44, 4, 4, 64, 88], [(12.79, 64), (34.06, 16), (28.57, 16), (18.34, 80), (31.37, 80)], [(38, 1, 0), (60, 6, -1)], [0, 0, 1, 0, (0, 0)]]
((-0.5,-0.5),256)|[(F.MAJOR,256)]|[60,60,60,60,60,0,0,69,69,69,69,69,69,69,69,70,70,70,70,70,70,70,70,70,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,70,70,70,70,70,70,70,70,70,70,62,62,62]|[(60,20),(0,8),(69,32),(70,36),(77,108),(70,40),(62,12)]|[[39,48],[],[38,50,54,57,62],[38,50,54,57,62],[43,50,55,58,62],[43,50,55,58,62],[43,50,53,55,58,62,65],[53,60,65],[53,60,65],[53,60,65],[53,60,65],[53,60,65],[43,53,58,60,62,65],[43,50,55,58,62],[43,50,55,58,62],[38,42,50,54]]|[208]|[[20, 8, 32, 36, 108, 40, 12], [(31.37, 16), (36.355000000000004, 16), (41.34, 32), (47.55, 32), (53.35, 16), (-16.15, 80), (49.41, 16), (47.55, 32), (43.53, 16)], [(38, -1, 6), (77, 2, 8)], [0, 0, 1, 0, (0, 0)]]
((-0.5,-0.5),256)|[(F.MAJOR,256)]|[62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,0,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,0,0]|[(62,84),(0,4),(60,156),(0,12)]|[[38,42,50,54],[42,50,54],[42,50,54],[42,50,54],[42,50,54],[],[39],[39],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[]]|[96]|[[84, 4, 156, 12], [(43.53, 16), (39.04, 64), (5.719999999999999, 16), (-27.6, 32), (15.04, 112), (7.52, 16)], [(38, 0, 1), (62, -62, 25)], [0, 0, 1, 1, (1, 7)]]
((-0.5,-0.5),256)|[(F.MAJOR,80),(g.minor,176)]|[0,0,0,0,0,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,60,60,60,60,60,60,60,60,60,69,69,69,69,69,69,69,69,82,82,82,82,82,82,82,82,82,82]|[(0,20),(63,128),(60,36),(69,32),(82,40)]|[[],[],[43],[43],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[39,48,51,55],[39,48,51,55],[39,42],[39,42],[43,50,55,58,62,70],[43,50,55,58,62,70]]|[]|[[20, 128, 36, 32, 40], [(2.94, 32), (5.88, 32), (15.04, 16), (12.79, 80), (49.41, 32), (-36.61, 32), (57.27, 32)], [(38, 0, -4), (82, 82, 20)], [0, 0, 1, 1, (1, 21)]]
((-0.5,-0.5),256)|[(g.minor,256)]|[82,82,82,82,82,82,82,82,82,82,82,82,82,72,72,72,72,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,0,0,75,75,75,75,75,75,75,75,75]|[(82,52),(72,16),(67,144),(0,8),(75,36)]|[[43,50,55,58,62,70],[50,53,60,62,65],[50,53,60,62,65],[60,62],[46,55],[46,55],[46,55],[46,55],[46,55],[46,55],[46,55],[46,55],[46,55],[],[55,60,63],[55,60,63]]|[224]|[[52, 16, 144, 8, 36], [(57.27, 16), (-33.18, 32), (-11.66, 16), (31.37, 144), (32.275, 16), (33.18, 32)], [(43, 12, -1), (82, -7, -10)], [0, 0, 1, 1, (1, 24)]]
((-0.5,-0.5),256)|[(g.minor,256)]|[75,75,67,67,67,67,67,67,67,67,67,67,67,67,67,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62]|[(75,8),(67,52),(65,116),(62,80)]|[[55,60,63],[46,55],[46,55],[46,55],[],[],[],[],[],[],[],[43,50,55,58],[43,50,55,58],[50,58],[50,58],[50,58]]|[80]|[[8, 52, 116, 80], [(33.18, 16), (31.37, 48), (35.205, 112), (39.04, 32), (32.28, 48)], [(43, -5, -5), (75, -13, -4)], [0, 0, 1, 1, (1, 15)]]
((-0.5,-0.5),256)|[(g.minor,128),(F#.MAJOR,128)]|[62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,63,63,63,63,63,63,63,63,63,63,63,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,63]|[(62,4),(60,76),(63,44),(54,128),(63,4)]|[[39,48,51],[39,48,51],[39,48,51],[39,48,51],[39,48,51],[36,39,43],[36,43],[36,43],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45],[38,45]]|[]|[[4, 76, 44, 128, 4], [(46.91, 80), (33.18, 16), (-10.51, 32), (12.79, 128)], [(36, -1, -1), (63, 1, -5)], [0, 0, 1, 1, (1, 14)]]
